               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.023745,            0.013314,          0.00045254,             0.87092,             0.84338,             0.89622,             0.53927,            0.025171,           0.0081768,           0.0009551,            0.008911,            0.008911,            0.008911
                 112,            0.023583,            0.013591,          0.00060824,             0.87742,             0.81706,             0.87768,             0.53086,            0.025388,           0.0083519,           0.0011579,           0.0089011,           0.0089011,           0.0089011
                 113,            0.023887,            0.013766,          0.00042045,             0.81289,             0.84486,             0.86826,             0.51564,            0.025989,           0.0082062,          0.00075117,           0.0088912,           0.0088912,           0.0088912
                 114,            0.024785,            0.014508,          0.00055555,             0.87944,             0.79401,             0.88359,             0.53994,            0.024753,           0.0084414,          0.00075047,           0.0088813,           0.0088813,           0.0088813
                 115,            0.024646,             0.01414,          0.00047591,             0.83657,             0.84115,             0.86863,             0.51934,            0.025433,           0.0085669,          0.00056295,           0.0088714,           0.0088714,           0.0088714
                 116,            0.023836,            0.013918,          0.00035207,             0.85969,             0.81231,             0.85702,             0.50617,            0.026172,           0.0085524,          0.00039739,           0.0088615,           0.0088615,           0.0088615
                 117,            0.023649,            0.013802,          0.00032456,             0.84883,             0.81494,             0.85971,             0.52197,            0.025748,           0.0085399,           0.0014254,           0.0088516,           0.0088516,           0.0088516
                 118,            0.024115,            0.013652,          0.00055185,             0.84064,             0.82331,             0.86879,             0.51159,            0.026167,           0.0084565,           0.0018871,           0.0088417,           0.0088417,           0.0088417
                 119,            0.023662,             0.01323,          0.00054967,             0.83684,             0.85789,             0.87513,              0.5077,            0.025791,           0.0085081,           0.0012599,           0.0088318,           0.0088318,           0.0088318
                 120,            0.023646,            0.013351,           0.0003658,             0.85167,             0.83519,             0.86945,             0.52182,            0.025122,            0.008375,           0.0017638,           0.0088219,           0.0088219,           0.0088219
                 121,            0.023223,            0.013462,          0.00042416,             0.82812,             0.82072,             0.86324,             0.51434,             0.02541,           0.0085225,           0.0017478,            0.008812,            0.008812,            0.008812
                 122,            0.023622,            0.013868,          0.00038333,             0.85975,             0.77044,              0.8647,             0.52415,            0.025027,            0.008327,            0.001849,           0.0088021,           0.0088021,           0.0088021
                 123,            0.023134,            0.013318,          0.00038056,             0.85893,              0.8582,             0.89047,             0.54564,            0.024341,           0.0080966,            0.001034,           0.0087922,           0.0087922,           0.0087922
                 124,            0.023622,            0.013253,          0.00042119,             0.86266,              0.8471,             0.89397,             0.53599,            0.024485,           0.0085352,           0.0011467,           0.0087823,           0.0087823,           0.0087823
                 125,            0.024113,            0.013834,          0.00070635,             0.83302,             0.78219,             0.85393,             0.50779,            0.024613,            0.008592,           0.0015444,           0.0087724,           0.0087724,           0.0087724
